place_id,name,type,district,lat,lon,indoor,noise,romantic,budget_level,walk_score,alcohol_available,extrovert_friendly,tags
p448,신촌칼,restaurant,서대문구,37.45333869976308,127.0572009714618,1,3,3,2,3,no,yes,음식점>양식
p449,라구식당,restaurant,서대문구,37.428182048777295,126.9859862225291,1,3,3,2,3,no,yes,"이탈리아음식>스파게티,파스타전문"
p450,초원파스타운,restaurant,서대문구,37.47204981518068,126.9984645899381,1,3,3,2,3,no,yes,음식점>양식
p451,메가포크,restaurant,서대문구,37.42960157337499,126.9458595500319,1,3,3,2,3,no,yes,음식점>양식
p452,에일크루브루잉 신촌점,restaurant,서대문구,37.47777869597037,127.06000432188118,1,4,2,2,3,yes,yes,"술집>맥주,호프"
p453,공작 퓨전 비스트로,restaurant,서대문구,37.43514959184094,127.05433614585668,1,4,2,2,3,yes,yes,술집>요리주점
p454,그라쏘 와인비스트로,restaurant,서대문구,37.582179124153285,127.02823083088045,1,2,4,4,3,yes,no,술집>와인
p455,에어플레인모드,restaurant,서대문구,37.57522959145888,126.96765128663304,1,2,4,4,3,yes,no,술집>와인
p456,대피공간,restaurant,서대문구,37.51834370291314,127.01110353249844,1,2,4,4,3,yes,no,술집>와인
p457,이석덕생면파스타 신촌점,restaurant,서대문구,37.52184841283389,127.06534712031024,1,3,3,2,3,no,yes,음식점>이탈리아음식
p458,파파존스 연희점,restaurant,서대문구,37.43503066698361,127.0613770452475,1,3,3,2,3,no,yes,음식점>피자
p459,폼프리츠 신촌점,restaurant,서대문구,37.570899872912854,127.02699199396464,1,3,3,2,3,no,yes,음식점>후렌치후라이
p460,꼭시넬,restaurant,서대문구,37.52964604865722,126.94187401374526,1,3,3,2,3,no,yes,음식점>프랑스음식
p461,프렌치 크로플&amp;커피,cafe,서대문구,37.41635589298728,126.95517088724168,1,2,3,2,3,no,no,"음식점>카페,디저트"
p462,프렌치빌라,restaurant,서대문구,37.47699797507355,126.98065520007977,1,3,3,2,3,no,yes,"시설,건물>주택"
p463,아트와떵,restaurant,서대문구,37.58353261192781,126.9508974791237,1,3,3,2,3,no,yes,음식점>프랑스음식
p464,데사유노,restaurant,서대문구,37.55785492020513,127.04642576506284,1,3,3,2,3,no,yes,음식점>스페인음식
p465,테이스트오브스페인,restaurant,서대문구,37.40230189917348,126.9173816555335,1,3,3,2,3,no,yes,"서비스,산업>기업"
p466,연세대학교 외국어학당,restaurant,서대문구,37.40122063597504,127.03464420471268,1,3,3,2,3,no,yes,어학교육
p467,플라또미오,restaurant,서대문구,37.46890739804702,127.00688372518977,1,3,3,2,3,no,yes,음식점>양식
p468,시오 연희동본점,restaurant,서대문구,37.53893182229863,127.07941054357596,1,3,3,2,3,no,yes,음식점>일식>일식당
p469,멘츠루 신촌점,restaurant,서대문구,37.43704686019576,127.04315254401595,1,3,3,2,3,no,yes,음식점>일식>일본식라면
p470,스시이안앤 신촌점,restaurant,서대문구,37.45547370673048,127.01918811896022,1,3,3,2,3,no,yes,"음식점>일식>초밥,롤"
p471,소바연구소 신촌본점,restaurant,서대문구,37.566230301351474,127.02184622398082,1,3,3,2,3,yes,yes,"음식점>일식>우동,소바"
p472,카츠업,restaurant,서대문구,37.40815059189075,127.03517990587946,1,3,3,2,3,no,yes,음식점>일식>돈가스
p473,연희보리밥,restaurant,서대문구,37.46130357698675,127.01169178645402,1,3,3,2,3,no,yes,음식점>한식
p474,고미정 연희본점,restaurant,서대문구,37.45472605624134,127.08983560659864,1,3,3,2,3,no,yes,음식점>한식
p475,육전국밥 신촌점,restaurant,서대문구,37.426499529241774,127.07187214109452,1,3,3,2,3,no,yes,음식점>한식>국밥
p476,평안도식당 신촌점,restaurant,서대문구,37.41675198100647,126.95354798075331,1,3,3,2,3,no,yes,"한식>순대,순댓국"
p477,한술식당 신촌점,restaurant,서대문구,37.57552600652242,127.07247138305272,1,3,3,2,3,no,yes,음식점>한식
p478,파이홀,cafe,서대문구,37.53257908627602,126.90946195571183,1,2,3,2,3,no,no,"카페,디저트>카페"
p479,마이시크릿메이트,cafe,서대문구,37.46762111650185,126.918955109212,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p480,프로토콜 연희점,cafe,서대문구,37.46063364853159,127.07307555619728,1,2,3,2,3,no,no,"음식점>카페,디저트"
p481,센티멘트,cafe,서대문구,37.457020434166544,127.00504539725016,1,2,3,2,3,no,no,"음식점>카페,디저트"
p482,만동제과 연남점,cafe,서대문구,37.59695106886549,127.0211904074289,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p483,악토버 베이커리,cafe,서대문구,37.461070285440954,126.93141366469403,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p484,오르랔베이커리,cafe,서대문구,37.43128046273228,126.964728955663,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p485,파랑베이커리,cafe,서대문구,37.51655544670399,127.08478883920058,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p486,화이트리에 답십리점,cafe,동대문구,37.47451920568064,126.93149959251711,1,2,3,2,3,no,no,"음식점>카페,디저트>베이커리"
p487,스타벅스 경동1960점,cafe,동대문구,37.53481261818363,127.06810464619532,1,2,3,2,3,no,no,"카페,디저트>카페"
p488,온니당,cafe,동대문구,37.50493579330492,126.90299208943937,1,2,3,2,3,no,no,"음식점>카페,디저트"
p489,카페하인나 답십리점,cafe,동대문구,37.42028265694063,126.91748204470224,1,2,3,2,3,no,no,"음식점>카페,디저트"
p490,브레드칸 청량리점,cafe,동대문구,37.56663957007637,126.99493855081576,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p491,독립밀방 청량리,restaurant,동대문구,37.48499903843573,127.05744871124811,1,3,3,2,3,no,yes,음식점>양식
p492,굿갓레스토랑 회기직영점,restaurant,동대문구,37.433872751831366,126.98116071055586,1,3,3,2,3,no,yes,음식점>이탈리아음식
p493,알리고,restaurant,동대문구,37.5605831409432,126.90640577625416,1,3,3,2,3,no,yes,음식점>이탈리아음식
p494,아워킬리바 답십리본점,restaurant,동대문구,37.587335437242395,126.9607103678966,1,3,3,2,3,no,yes,음식점>이탈리아음식
p495,치에테,restaurant,동대문구,37.59512012254289,126.90785316052316,1,3,3,2,3,no,yes,음식점>이탈리아음식
p496,디어테이블,restaurant,동대문구,37.56588308943276,126.9659383578568,1,3,3,2,3,no,yes,음식점>양식
p497,에잇올리,restaurant,동대문구,37.46270789656449,127.02325175492244,1,3,3,2,3,no,yes,음식점>브런치
p498,누스,cafe,동대문구,37.45654464223551,127.05554446870826,1,2,3,2,3,no,no,브런치카페
p499,오래,cafe,동대문구,37.55111462197918,127.09930115320446,1,2,3,2,3,no,no,브런치카페
p500,몽월 장안본점,restaurant,동대문구,37.48048277373173,127.04987868671532,1,4,2,2,3,yes,yes,술집>요리주점
p501,소통 요리주점&amp;화로구이,restaurant,동대문구,37.42459996106116,127.0486234717304,1,4,2,2,3,yes,yes,술집>이자카야
p502,경동역,restaurant,동대문구,37.552350426161965,127.06779416092556,1,4,2,2,3,yes,yes,술집>요리주점
p503,윌리하우스,restaurant,동대문구,37.54740993560805,126.98342411340472,1,2,4,4,3,yes,no,술집>와인
p504,오묘,restaurant,동대문구,37.4865282466535,126.98228593812354,1,2,4,4,3,yes,no,술집>와인
p505,더몰트하우스 청량리역점,restaurant,동대문구,37.51327899740006,127.06424121088916,1,3,3,2,3,no,yes,음식점>양식>이탈리아음식
p506,서오릉피자 답십리점,restaurant,동대문구,37.59398055558558,127.02452215139834,1,3,3,2,3,no,yes,음식점>양식>피자>서오릉피자
p507,프렌치카페 소딜리셔스,cafe,동대문구,37.4974540977357,127.02340523551668,1,2,3,2,3,no,no,"음식점>카페,디저트"
p508,브뤼셀프라이 롯데백화점 청량리점,restaurant,동대문구,37.45589790914667,127.0528876258944,1,3,3,2,3,no,yes,음식점>후렌치후라이
p509,프렌치네일,restaurant,동대문구,37.59507804209333,126.93266619873634,1,3,3,2,3,no,yes,"미용>네일아트,네일샵"
p510,프렌치크로플 장안점,cafe,동대문구,37.58528596805734,126.98861273699757,1,2,3,2,3,no,no,"음식점>카페,디저트"
p511,프렌치캣 롯데백화점청량리점,restaurant,동대문구,37.45412185615895,127.06650535177772,1,3,3,2,3,no,yes,"쇼핑,유통>유아동복"
p512,아울라 세르반테스,restaurant,동대문구,37.42640072097491,126.98616177915856,1,3,3,2,3,no,yes,어학교육
p513,스페니쉬 써니,restaurant,동대문구,37.54549569471956,126.9631939533402,1,3,3,2,3,no,yes,"전문,기술서비스>번역,통역서비스"
p514,꼬모꼬모 스페인 와인바,restaurant,동대문구,37.49672860833257,126.9255559164484,1,2,4,4,3,yes,no,술집>와인
p515,고려대학교 스페인라틴아메리카연구소,restaurant,동대문구,37.41705496545916,127.0256726741659,1,3,3,2,3,no,yes,"교육,학문>연구,연구소"
p516,빌라드코스테스,restaurant,동대문구,37.56982169376567,127.0709654810127,1,3,3,2,3,no,yes,음식점>양식
p517,스시이안앤 청량리역점,restaurant,동대문구,37.45862521460875,127.02235413364436,1,3,3,2,3,no,yes,"음식점>일식>초밥,롤"
p518,다이닝원 청량리점,restaurant,동대문구,37.57578224020536,127.06553270640887,1,3,3,2,3,no,yes,"음식점>일식,초밥뷔페"
p519,봄담아 청량리점,restaurant,동대문구,37.52040027256584,127.06551341830206,1,3,3,2,3,no,yes,음식점>일식>샤브샤브
p520,오늘동 전농,restaurant,동대문구,37.536379802709526,127.0123560440516,1,3,3,2,3,no,yes,음식점>일식>일식당
p521,청량함박 일본인이 만든 함박&amp;카레,restaurant,동대문구,37.56968178258145,126.90558517564804,1,3,3,2,3,no,yes,음식점>일식>일식당
p522,평양냉면 본점,restaurant,동대문구,37.49979439698891,127.02849764172764,1,3,3,2,3,no,yes,한식>냉면
p523,안동집 손칼국시,restaurant,동대문구,37.52934619664157,127.05359456310028,1,3,3,2,3,no,yes,"한식>칼국수,만두"
p524,부산밀면냉면,restaurant,동대문구,37.533311844028326,127.06522468843112,1,3,3,2,3,no,yes,한식>냉면
p525,만선애꿈 장안점,restaurant,동대문구,37.58007423320329,127.0544398190906,1,3,3,2,3,no,yes,"한식>해물,생선요리"
p526,풍년식당,restaurant,동대문구,37.46396383662865,127.08993611798276,1,3,3,2,3,no,yes,음식점>한식
p527,카페청량,cafe,동대문구,37.5487266486864,126.95943870584834,1,2,3,2,3,no,no,"음식점>카페,디저트"
p528,한시십일분,cafe,동대문구,37.5019506644831,126.97326906252052,1,2,3,2,3,no,no,"음식점>카페,디저트"
p529,헤이림,cafe,동대문구,37.45998186774367,127.0425203536508,1,2,3,2,3,no,no,"음식점>카페,디저트"
p530,8번가,cafe,동대문구,37.5101807925517,127.0812225645929,1,2,3,2,3,no,no,"카페,디저트>카페"
p531,크로네,cafe,동대문구,37.53476887519763,127.0407981196596,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p532,정화,cafe,동대문구,37.509302719604456,127.09559665759376,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p533,본노엘 답십리,cafe,동대문구,37.57503164975939,127.08225773134504,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p534,마리 카페,cafe,동대문구,37.58164972154321,126.9980787253252,1,2,3,2,3,no,no,"카페,디저트>카페"
p535,스택베이커리,cafe,광진구,37.511345466729814,126.91874231520978,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p536,카페 오캄,cafe,광진구,37.45914307840896,127.06468139094308,1,2,3,2,3,no,no,"음식점>카페,디저트"
p537,스타벅스 뚝섬한강공원점,cafe,광진구,37.426877337173885,127.01506142961568,1,2,3,2,3,no,no,"카페,디저트>카페"
p538,책방고즈넉,cafe,광진구,37.44515619749467,127.08565413264522,1,2,3,2,3,no,no,"음식점>카페,디저트"
p539,무드림 베이커리 카페 건대점,cafe,광진구,37.4033055129975,126.94392916367454,1,2,3,2,3,no,no,"음식점>카페,디저트"
p540,탄토탄토,restaurant,광진구,37.53328525996912,127.05046648936175,1,3,3,2,3,no,yes,음식점>이탈리아음식
p541,도치피자 강변,restaurant,광진구,37.52210053931685,126.98460406388148,1,3,3,2,3,no,yes,음식점>이탈리아음식
p542,심퍼티쿠시 이스트폴점,restaurant,광진구,37.40635165748882,127.00047079791602,1,3,3,2,3,no,yes,음식점>양식
p543,그레베르 광나루역점,restaurant,광진구,37.56729688606604,127.02643414553336,1,3,3,2,3,no,yes,음식점>양식
p544,로얄 인디안 레스토랑,restaurant,광진구,37.447638882237264,127.0336842384654,1,3,3,2,3,no,yes,음식점>인도음식
p545,도우터 건대점,cafe,광진구,37.43876524365078,126.95936075772494,1,2,3,2,3,no,no,브런치카페
p546,듀블럭 광장본점,restaurant,광진구,37.424781564389555,126.92030334359612,1,3,3,2,3,no,yes,음식점>양식
p547,투또톤토,cafe,광진구,37.46765275746566,126.95157256609782,1,2,3,2,3,no,no,"음식점>카페,디저트"
p548,후문 카페,restaurant,광진구,37.50827453306834,127.00318267554476,1,3,3,2,3,no,yes,음식점>양식
p549,뉴웨이브서울 건대,restaurant,광진구,37.46977581275732,126.9614191958617,1,3,3,2,3,no,yes,음식점>양식
p550,드로잉레시피,restaurant,광진구,37.59964819025671,126.9796048256733,1,3,3,2,3,no,yes,음식점>양식
p551,류지로,restaurant,광진구,37.56096414209821,127.07552942183496,1,4,2,2,3,yes,yes,술집>이자카야
p552,브네,restaurant,광진구,37.45985125573905,127.02265734528238,1,2,4,4,3,yes,no,술집>와인
p553,재즈라운지,restaurant,광진구,37.55706098564987,126.99259198519388,1,2,4,4,3,yes,no,술집>와인
p554,만경상회 건대본점,restaurant,광진구,37.44662051751269,126.9036629896511,1,4,2,2,3,yes,yes,술집>요리주점
p555,새로이,restaurant,광진구,37.5198663014228,126.99726011152671,1,4,2,2,3,yes,yes,술집>요리주점
p556,비스타 워커힐 서울 피자힐,restaurant,광진구,37.51762335468666,127.06514449849834,1,3,3,2,3,no,yes,음식점>피자
p557,로니로티 건대점,restaurant,광진구,37.52298515756437,126.99821354304204,1,3,3,2,3,no,yes,음식점>이탈리아음식
p558,마초쉐프 건대점,restaurant,광진구,37.582346919603786,127.05862517692148,1,3,3,2,3,no,yes,양식>이탈리아음식
p559,플록,restaurant,광진구,37.554791900656205,127.02819475409451,1,3,3,2,3,no,yes,음식점>프랑스음식
p560,르빠니에블루,restaurant,광진구,37.56897661414117,126.90836080690973,1,3,3,2,3,no,yes,음식점>프랑스음식
p561,폼프리츠 세종대점,restaurant,광진구,37.4574454492876,127.06829152425158,1,3,3,2,3,no,yes,음식점>후렌치후라이
p562,네일리,restaurant,광진구,37.53091864942167,126.90418873592928,1,3,3,2,3,no,yes,"미용>네일아트,네일샵"
p563,프렌치캣 롯데백화점 건대스타시티점,restaurant,광진구,37.43769286104984,126.98912415561011,1,3,3,2,3,no,yes,"쇼핑,유통>유아동복"
p564,재즈바주옥,restaurant,광진구,37.46628191991536,126.9231515503952,1,3,3,2,3,no,yes,음식점>스페인음식
p565,실비아스페인어,restaurant,광진구,37.51168360989415,126.98835130546908,1,3,3,2,3,no,yes,어학교육
p566,sunny - jung 플라멩코 아카데미,restaurant,광진구,37.5256938823617,126.9474036477462,1,3,3,2,3,no,yes,"협회,단체>무용,댄스"
p567,대한플라멩코협회,restaurant,광진구,37.44015999462114,127.06355064499148,1,3,3,2,3,no,yes,"협회,단체>무용,댄스"
p568,마초야 구의점,restaurant,광진구,37.40007158065439,127.09894347530404,1,3,3,2,3,yes,yes,"음식점>일식>우동,소바"
p569,코시 건대점,restaurant,광진구,37.41941956924384,126.94768056988624,1,3,3,2,3,yes,yes,"음식점>일식>우동,소바"
p570,고베규카츠 건대점,restaurant,광진구,37.434448413036655,126.97310474739773,1,3,3,2,3,no,yes,음식점>일식>돈가스
p571,이이요,restaurant,광진구,37.596995968031045,127.02608323018596,1,3,3,2,3,no,yes,음식점>일식>일식당
p572,장가 메차쿠차,restaurant,광진구,37.45736508167389,126.95110800423828,1,3,3,2,3,no,yes,음식점>일식>돈가스
p573,채육식당 군자점,restaurant,광진구,37.410557499027945,126.930655996917,1,3,3,2,3,no,yes,음식점>한식
p574,한우88도매장 구의역점,restaurant,광진구,37.543974689642894,126.9473106261545,1,3,3,2,3,no,yes,"음식점>한식>육류,고기요리"
p575,손에손잡고 구의역점,restaurant,광진구,37.56789560399414,126.94230017839187,1,3,3,2,3,no,yes,음식점>한식
p576,태천면옥,restaurant,광진구,37.52469996024621,127.00651845363237,1,3,3,2,3,no,yes,한식>냉면
p577,뇌산마을 건대직영점,restaurant,광진구,37.47603534626657,127.01650394769324,1,3,3,2,3,no,yes,음식점>한식
p578,환원당,cafe,광진구,37.49533888816752,126.98614842987928,1,2,3,2,3,no,no,"음식점>카페,디저트"
p579,윤키,cafe,광진구,37.46043198015531,126.99041734502693,1,2,3,2,3,no,no,"음식점>카페,디저트"
p580,윤숲 후르츠산도점,cafe,광진구,37.53625451813444,127.03275191423523,1,2,3,2,3,no,no,"음식점>카페,디저트"
p581,릴리베이커리,cafe,광진구,37.57135157444284,127.0920209649898,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p582,에이콥베이커리 롯데백화점 건대스타시티점,cafe,광진구,37.57154085106816,126.91551153847806,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p583,어나더사이드,cafe,강서구,37.57732190257566,126.95755171776597,1,2,3,2,3,no,no,"음식점>카페,디저트"
p584,프레베리 마곡케이크,cafe,강서구,37.47316893430805,126.96394267660314,1,2,3,2,3,no,no,"음식점>카페,디저트"
p585,베이커리 룬,cafe,강서구,37.423379517173835,126.98970679896962,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p586,콜트클럽 마곡,cafe,강서구,37.48679958265768,126.97611185104708,1,2,3,2,3,no,no,"음식점>카페,디저트"
p587,빵백화점 마곡점,cafe,강서구,37.54813972824643,126.9876586010945,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p588,하우스오브디라이프스타일키친 원그로브점,restaurant,강서구,37.41954636174369,127.09435134023477,1,3,3,2,3,no,yes,음식점>양식
p589,로마옥 마곡,restaurant,강서구,37.519878431775595,126.92130157319424,1,3,3,2,3,no,yes,음식점>양식
p590,라우라,restaurant,강서구,37.439075336076385,126.96158335361748,1,3,3,2,3,no,yes,음식점>양식
p591,파스타고 마곡나루점,restaurant,강서구,37.42698078282424,126.912002983487,1,3,3,2,3,no,yes,"이탈리아음식>스파게티,파스타전문"
p592,아우룸 마곡,restaurant,강서구,37.561443731634235,127.05742080095236,1,3,3,2,3,no,yes,음식점>이탈리아음식
p593,브런치나인,cafe,강서구,37.44580788287908,127.08076854477147,1,2,3,2,3,no,no,브런치카페
p594,고양이똥,restaurant,강서구,37.43255614323633,126.98306376389968,1,3,3,2,3,no,yes,음식점>브런치
p595,더왓에버,cafe,강서구,37.58961715861949,127.07198505978198,1,2,3,2,3,no,no,브런치카페
p596,파스타인카페,restaurant,강서구,37.45430322538443,126.9181872527054,1,3,3,2,3,no,yes,"이탈리아음식>스파게티,파스타전문"
p597,비바나폴리,restaurant,강서구,37.43197853465572,127.055615393162,1,3,3,2,3,no,yes,음식점>피자
p598,변두리 로바타,restaurant,강서구,37.46491030525714,126.99411481962224,1,4,2,2,3,yes,yes,술집>요리주점
p599,스몰 스파이시 올리브,restaurant,강서구,37.58955848777953,127.04683381762368,1,2,4,4,3,yes,no,술집>와인
p600,무드무드,restaurant,강서구,37.45161363047503,126.95111405020532,1,4,2,2,3,yes,yes,술집>요리주점
p601,고릴라쉐프 마곡점,restaurant,강서구,37.55476784466264,126.9067329204921,1,4,2,2,3,yes,yes,술집>요리주점
p602,마곡 와인오픈,restaurant,강서구,37.41283667202036,126.97025081200758,1,2,4,4,3,yes,no,술집>와인
p603,아우어루꼴라,restaurant,강서구,37.562520698517616,126.94068525425912,1,3,3,2,3,no,yes,음식점>피자
p604,마가렛 Marguerite,restaurant,강서구,37.40504494710415,127.08377220595888,1,3,3,2,3,no,yes,음식점>이탈리아음식
p605,레피큐르,restaurant,강서구,37.418820910881074,126.95663704713016,1,3,3,2,3,no,yes,음식점>프랑스음식
p606,프렌치코코,restaurant,강서구,37.52571623339072,126.90644177832976,1,3,3,2,3,no,yes,음식점>일식>일식당
p607,엔젤링네일,restaurant,강서구,37.40713155079261,127.01067519656908,1,3,3,2,3,no,yes,"미용>네일아트,네일샵"
p608,프렌치메종 홈플러스 강서점,restaurant,강서구,37.578749411345584,127.07579657980456,1,3,3,2,3,no,yes,"쇼핑,유통>이불,담요"
p609,맛있는스페인,restaurant,강서구,37.415212417025224,127.05189114855304,1,3,3,2,3,no,yes,음식점>스페인음식
p610,올드바인,restaurant,강서구,37.430581805941394,126.95697277201684,1,2,4,4,3,yes,no,술집>와인
p611,대교 랭귀지 스퀘어 평생교육원 마곡점,restaurant,강서구,37.42507635190963,127.01716486333196,1,3,3,2,3,no,yes,어학교육
p612,차이홍중국어 강서교육국,restaurant,강서구,37.56505678277008,127.09296471551716,1,3,3,2,3,no,yes,어학교육>중국어교육
p613,유럽스케치,restaurant,강서구,37.54927050279253,127.09358038417513,1,3,3,2,3,no,yes,"서비스,산업>여행사"
p614,규카츠정 마곡점,restaurant,강서구,37.417117862141176,126.9023771902938,1,3,3,2,3,no,yes,음식점>일식>일식당
p615,스시이안앤 발산역점,restaurant,강서구,37.49045905713972,126.9638855477678,1,3,3,2,3,no,yes,"음식점>일식>초밥,롤"
p616,멘츠루 마곡점,restaurant,강서구,37.43749715553689,127.06463862550744,1,3,3,2,3,no,yes,음식점>일식>일본식라면
p617,샤브올데이 서울화곡점,restaurant,강서구,37.53648142045427,127.05029778396344,1,3,3,2,3,no,yes,음식점>일식>샤브샤브
p618,마츠노하나 원그로브점,restaurant,강서구,37.582328242149174,126.9871024804972,1,3,3,2,3,no,yes,음식점>일식>덮밥
p619,소곤면옥 양천향교본점,restaurant,강서구,37.446768519048064,126.97935440786482,1,3,3,2,3,no,yes,한식>냉면
p620,봉혜자네주방 원그로브점,restaurant,강서구,37.5000802508521,127.05428166562989,1,3,3,2,3,no,yes,음식점>한식
p621,솥내음 마곡 발산역점,restaurant,강서구,37.40012337676168,127.00956116442433,1,3,3,2,3,no,yes,음식점>한식
p622,돈구멍 마곡본점,restaurant,강서구,37.58163522558963,127.03972697477704,1,3,3,2,3,no,yes,"한식>육류,고기요리"
p623,100년장어촌 마곡본가,restaurant,강서구,37.47763020208233,126.94568756217046,1,3,3,2,3,no,yes,"한식>장어,먹장어요리"
p624,고드니 마곡,cafe,강서구,37.50206736277632,127.0096025478096,1,2,3,2,3,no,no,"음식점>카페,디저트"
p625,모먼트 인,cafe,강서구,37.5908448846777,127.07571429762136,1,2,3,2,3,no,no,"음식점>카페,디저트"
p626,소카크,cafe,강서구,37.44013607242475,126.95862728156452,1,2,3,2,3,no,no,"음식점>카페,디저트"
p627,타르데마베이커리 우장산,cafe,강서구,37.51054930179211,127.07623906688706,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p628,타르데마베이커리 방화본점,cafe,강서구,37.54451906748304,126.93013608314058,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p629,파드레,cafe,강서구,37.561397676353046,127.033988547126,1,2,3,2,3,no,no,"카페,디저트>베이커리"
